x, y
6.250000000000000000e-01,1.371000000000002217e-01
1.250000000000000000e+00,1.499000000000001442e-01
1.875000000000000000e+00,1.750999999999995893e-01
2.500000000000000000e+00,1.958999999999999631e-01
