x, y
4.000000000000000000e+00,8.659999999999978826e-02
6.000000000000000000e+00,1.560999999999999055e-01
8.000000000000000000e+00,2.097999999999999865e-01
1.000000000000000000e+01,2.749000000000001442e-01
1.200000000000000000e+01,3.441999999999998394e-01
