x, y
0.000000000000000000e+00,4.220000000000023732e-02
9.999999999999999167e-02,6.150000000000011013e-02
1.998847926267280917e-01,1.360999999999998877e-01
2.500000000000000000e-01,1.958999999999999631e-01
