x, y
1.000000000000000000e+00,1.958999999999999631e-01
2.000000000000000000e+00,1.518999999999999240e-01
4.000000000000000000e+00,1.305999999999998273e-01
6.000000000000000000e+00,1.410999999999997812e-01
8.000000000000000000e+00,1.576999999999997293e-01
1.000000000000000000e+01,1.783999999999998920e-01
1.200000000000000000e+01,1.989999999999998437e-01
