x, y
2.000000000000000000e+00,3.482000000000002871e-01
4.000000000000000000e+00,3.237000000000000988e-01
6.000000000000000000e+00,3.410999999999999588e-01
8.000000000000000000e+00,3.795999999999999375e-01
1.000000000000000000e+01,4.297999999999997378e-01
1.200000000000000000e+01,5.195999999999996177e-01
1.600000000000000000e+01,0.000000000000000000e+00
