x, y
4.000000000000000000e+00,2.351000000000000867e-01
6.000000000000000000e+00,3.591000000000001968e-01
8.000000000000000000e+00,4.822999999999999510e-01
1.000000000000000000e+01,6.004999999999998117e-01
1.200000000000000000e+01,6.981999999999999318e-01
1.400000000000000000e+01,8.043000000000000149e-01
1.600000000000000000e+01,9.401000000000001577e-01
