x, y
0.000000000000000000e+00,2.395999999999998131e-01
9.999999999999999167e-02,2.940000000000000391e-01
1.998847926267280917e-01,3.854999999999999538e-01
2.500000000000000000e-01,4.538000000000002032e-01
2.999168053244592458e-01,5.425999999999997492e-01
