x, y
6.250000000000000000e-01,3.435000000000001386e-01
1.250000000000000000e+00,3.656000000000001471e-01
1.875000000000000000e+00,3.993999999999999773e-01
2.500000000000000000e+00,4.538000000000002032e-01
3.125000000000000000e+00,5.026000000000001577e-01
