x, y
0.000000000000000000e+00,3.730000000000011084e-02
1.000205320740328030e-01,5.469999999999997087e-02
2.000239980801536144e-01,9.730000000000016414e-02
2.999809315790386011e-01,1.762000000000001343e-01
3.999757279287521894e-01,2.940999999999998060e-01
4.400223408359388300e-01,3.076000000000003176e-01
