x, y
8.000000000000000000e+00,1.921000000000003816e-01
5.999999999999999112e+00,1.918999999999999595e-01
8.000000000000000000e+00,1.921000000000003816e-01
6.000000000000000000e+00,1.918999999999999595e-01
8.000000000000000000e+00,1.897999999999999687e-01
5.999999999999999112e+00,1.928999999999998494e-01
8.000000000000000000e+00,1.934999999999997833e-01
