x, y
2.000000000000000000e+00,1.333999999999999631e-01
4.000000000000000000e+00,1.185999999999998167e-01
6.000000000000000000e+00,1.240000000000001101e-01
8.000000000000000000e+00,1.391000000000000014e-01
1.000000000000000000e+01,1.610000000000000320e-01
1.200000000000000000e+01,1.814000000000000057e-01
1.600000000000000000e+01,2.559000000000000163e-01
