x, y
8.000000000000000167e-02,1.698999999999997179e-01
1.000000000000000056e-01,1.518999999999999240e-01
1.199999999999999956e-01,1.348999999999995758e-01
1.600000000000000033e-01,1.108999999999999986e-01
2.000000000000000111e-01,9.330000000000016058e-02
2.999999999999999889e-01,6.490000000000017977e-02
4.000000000000000222e-01,4.870000000000018758e-02
5.000000000000000000e-01,3.990000000000026859e-02
