x, y
4.000000000000000000e+00,6.780000000000008242e-02
6.000000000000000000e+00,1.370000000000000107e-01
8.000000000000000000e+00,1.960000000000001741e-01
1.000000000000000000e+01,2.556000000000002714e-01
1.200000000000000000e+01,3.210000000000001741e-01
1.400000000000000000e+01,5.152999999999998693e-01
1.600000000000000000e+01,9.127000000000000668e-01
