x, y
4.000000000000000000e+00,2.172000000000000597e-01
6.000000000000000000e+00,3.462999999999998302e-01
8.000000000000000000e+00,4.616999999999999993e-01
1.000000000000000000e+01,5.825000000000000178e-01
1.200000000000000000e+01,6.775000000000002132e-01
1.400000000000000000e+01,7.745000000000001883e-01
1.600000000000000000e+01,8.938999999999994728e-01
