x, y
0.000000000000000000e+00,2.852000000000001201e-01
1.000205320740328030e-01,3.085999999999997634e-01
2.000239980801536144e-01,3.352000000000003865e-01
2.999809315790386011e-01,3.702000000000000846e-01
3.999757279287521894e-01,3.925999999999998380e-01
4.400223408359388300e-01,3.733999999999997321e-01
