x, y
2.000000000000000000e+00,3.677000000000001378e-01
4.000000000000000000e+00,3.422000000000000597e-01
6.000000000000000000e+00,3.553000000000001712e-01
8.000000000000000000e+00,4.002000000000003332e-01
1.000000000000000000e+01,4.475999999999999979e-01
1.200000000000000000e+01,5.477999999999996206e-01
1.600000000000000000e+01,0.000000000000000000e+00
