x, y
8.000000000000000167e-02,4.521999999999999353e-01
1.000000000000000056e-01,3.677000000000001378e-01
1.199999999999999956e-01,3.010000000000001563e-01
1.600000000000000033e-01,2.238000000000002210e-01
2.000000000000000111e-01,1.727000000000002977e-01
2.999999999999999889e-01,1.051999999999999602e-01
4.000000000000000222e-01,6.579999999999985860e-02
5.000000000000000000e-01,4.599999999999981881e-02
