x, y
8.000000000000000000e+00,3.516000000000003567e-01
5.999999999999999112e+00,3.542000000000000703e-01
8.000000000000000000e+00,3.515000000000001457e-01
6.000000000000000000e+00,3.542000000000000703e-01
8.000000000000000000e+00,3.435000000000001386e-01
5.999999999999999112e+00,3.542999999999998373e-01
8.000000000000000000e+00,3.464000000000000412e-01
